lemma	status	detail
titubear	unresolved	sin equivalente ES seguro
titular	already_paired	ya estaba en el corpus
tizar	unresolved	sin equivalente ES seguro
to	unresolved	sin equivalente ES seguro
toar	unresolved	sin equivalente ES seguro
tocar	already_paired	ya estaba en el corpus
toldar	unresolved	sin equivalente ES seguro
tolear	already_paired	ya estaba en el corpus
tolerar	already_paired	ya estaba en el corpus
toller	unresolved	sin equivalente ES seguro
toma	unresolved	sin equivalente ES seguro
tomar	already_paired	ya estaba en el corpus
tombar	already_paired	ya estaba en el corpus
tondear	unresolved	sin equivalente ES seguro
tonificar	unresolved	sin equivalente ES seguro
tonsurar	unresolved	sin equivalente ES seguro
topar	already_paired	ya estaba en el corpus
topenear	unresolved	sin equivalente ES seguro
toquear	unresolved	sin equivalente ES seguro
toquenear	unresolved	sin equivalente ES seguro
torar	unresolved	sin equivalente ES seguro
torcer	already_paired	ya estaba en el corpus
tordear	unresolved	sin equivalente ES seguro
torgar	unresolved	sin equivalente ES seguro
tornar	already_paired	ya estaba en el corpus
tornear	unresolved	sin equivalente ES seguro
torpedear	already_paired	ya estaba en el corpus
torrar	already_paired	ya estaba en el corpus
torturar	unresolved	sin equivalente ES seguro
tosquiar	unresolved	sin equivalente ES seguro
tostar	already_paired	ya estaba en el corpus
totalizar	unresolved	sin equivalente ES seguro
toucar	unresolved	sin equivalente ES seguro
tourear	already_paired	ya estaba en el corpus
traballar	already_paired	ya estaba en el corpus
trabar	unresolved	sin equivalente ES seguro
trabincar	unresolved	sin equivalente ES seguro
trabucar	already_paired	ya estaba en el corpus
tradear	already_paired	ya estaba en el corpus
traducir	already_paired	ya estaba en el corpus
traer	already_paired	ya estaba en el corpus
trafegar	unresolved	sin equivalente ES seguro
traficar	unresolved	sin equivalente ES seguro
trafulcar	unresolved	sin equivalente ES seguro
tragar	already_paired	ya estaba en el corpus
traizoar	already_paired	ya estaba en el corpus
trallar	unresolved	sin equivalente ES seguro
tramar	already_paired	ya estaba en el corpus
tramitar	already_paired	ya estaba en el corpus
trampear	unresolved	sin equivalente ES seguro
trancar	unresolved	sin equivalente ES seguro
tranquilizar	already_paired	ya estaba en el corpus
transbordar	unresolved	sin equivalente ES seguro
transcender	already_paired	ya estaba en el corpus
transcorrer	already_paired	ya estaba en el corpus
transcribir	added	apertium:transcribir
transferir	already_paired	ya estaba en el corpus
transfigurar	unresolved	sin equivalente ES seguro
transformar	already_paired	ya estaba en el corpus
transfundir	unresolved	sin equivalente ES seguro
transgredir	unresolved	sin equivalente ES seguro
transhumar	unresolved	sin equivalente ES seguro
transistorizar	unresolved	sin equivalente ES seguro
transitar	already_paired	ya estaba en el corpus
transixir	already_paired	ya estaba en el corpus
transliterar	unresolved	sin equivalente ES seguro
translucir	unresolved	sin equivalente ES seguro
transmigrar	unresolved	sin equivalente ES seguro
transmitir	already_paired	ya estaba en el corpus
transmutar	unresolved	sin equivalente ES seguro
transparentar	unresolved	sin equivalente ES seguro
transpirar	unresolved	sin equivalente ES seguro
transplantar	unresolved	sin equivalente ES seguro
transportar	already_paired	ya estaba en el corpus
transtornar	unresolved	sin equivalente ES seguro
transudar	unresolved	sin equivalente ES seguro
transvasar	already_paired	ya estaba en el corpus
trapelear	unresolved	sin equivalente ES seguro
trascadear	unresolved	sin equivalente ES seguro
trascantear	unresolved	sin equivalente ES seguro
trasfegar	unresolved	sin equivalente ES seguro
trasgar	unresolved	sin equivalente ES seguro
trasladar	already_paired	ya estaba en el corpus
trasler	unresolved	sin equivalente ES seguro
trasnoitar	already_paired	ya estaba en el corpus
traspasar	already_paired	ya estaba en el corpus
traspoleirar	unresolved	sin equivalente ES seguro
traspoñer	unresolved	sin equivalente ES seguro
traspor	unresolved	sin equivalente ES seguro
trastallar	unresolved	sin equivalente ES seguro
trastornar	already_paired	ya estaba en el corpus
tratar	already_paired	ya estaba en el corpus
traumatizar	already_paired	ya estaba en el corpus
travestir	unresolved	sin equivalente ES seguro
traxar	unresolved	sin equivalente ES seguro
trazar	already_paired	ya estaba en el corpus
trebellar	unresolved	sin equivalente ES seguro
trecolear	unresolved	sin equivalente ES seguro
tremar	unresolved	sin equivalente ES seguro
tremelar	unresolved	sin equivalente ES seguro
tremelicar	unresolved	sin equivalente ES seguro
tremelucir	unresolved	sin equivalente ES seguro
tremer	already_paired	ya estaba en el corpus
trencar	unresolved	sin equivalente ES seguro
trenzar	unresolved	sin equivalente ES seguro
trepanar	unresolved	sin equivalente ES seguro
trepar	unresolved	sin equivalente ES seguro
trepidar	unresolved	sin equivalente ES seguro
triangular	unresolved	sin equivalente ES seguro
tributar	already_paired	ya estaba en el corpus
trilar	unresolved	sin equivalente ES seguro
trillar	unresolved	sin equivalente ES seguro
trincar	unresolved	sin equivalente ES seguro
trinchar	unresolved	sin equivalente ES seguro
trinzar	unresolved	sin equivalente ES seguro
tripar	unresolved	sin equivalente ES seguro
triplicar	already_paired	ya estaba en el corpus
tripular	already_paired	ya estaba en el corpus
triscar	unresolved	sin equivalente ES seguro
triturar	unresolved	sin equivalente ES seguro
triunfar	already_paired	ya estaba en el corpus
trizar	unresolved	sin equivalente ES seguro
trobar	unresolved	sin equivalente ES seguro
trocar	already_paired	ya estaba en el corpus
trochar	unresolved	sin equivalente ES seguro
trollar	unresolved	sin equivalente ES seguro
tronar	unresolved	sin equivalente ES seguro
tronzar	unresolved	sin equivalente ES seguro
tropezar	already_paired	ya estaba en el corpus
trotar	unresolved	sin equivalente ES seguro
troular	unresolved	sin equivalente ES seguro
troulear	already_paired	ya estaba en el corpus
troupelear	unresolved	sin equivalente ES seguro
trousar	unresolved	sin equivalente ES seguro
truar	unresolved	sin equivalente ES seguro
trucar	unresolved	sin equivalente ES seguro
trucidar	unresolved	sin equivalente ES seguro
trufar	unresolved	sin equivalente ES seguro
trullar	unresolved	sin equivalente ES seguro
truncar	already_paired	ya estaba en el corpus
trunfar	unresolved	sin equivalente ES seguro
trusgar	unresolved	sin equivalente ES seguro
tuberculizar	unresolved	sin equivalente ES seguro
tumbar	unresolved	sin equivalente ES seguro
tumefacer	unresolved	sin equivalente ES seguro
tundir	unresolved	sin equivalente ES seguro
tupir	unresolved	sin equivalente ES seguro
turbar	already_paired	ya estaba en el corpus
turbiar	unresolved	sin equivalente ES seguro
turrar	unresolved	sin equivalente ES seguro
tusigar	unresolved	sin equivalente ES seguro
tusir	unresolved	sin equivalente ES seguro
tutelar	already_paired	ya estaba en el corpus
ubrar	unresolved	sin equivalente ES seguro
uf	unresolved	sin equivalente ES seguro
ufar	unresolved	sin equivalente ES seguro
ulcerar	unresolved	sin equivalente ES seguro
ulir	already_paired	ya estaba en el corpus
uliscar	unresolved	sin equivalente ES seguro
ultimar	already_paired	ya estaba en el corpus
ultraxar	unresolved	sin equivalente ES seguro
uñar	unresolved	sin equivalente ES seguro
unificar	already_paired	ya estaba en el corpus
uniformar	unresolved	sin equivalente ES seguro
uniformizar	unresolved	sin equivalente ES seguro
unir	already_paired	ya estaba en el corpus
universalizar	unresolved	sin equivalente ES seguro
untar	unresolved	sin equivalente ES seguro
unxir	unresolved	sin equivalente ES seguro
upa	unresolved	sin equivalente ES seguro
upar	unresolved	sin equivalente ES seguro
uperizar	unresolved	sin equivalente ES seguro
urbanizar	already_paired	ya estaba en el corpus
urdir	unresolved	sin equivalente ES seguro
urrar	unresolved	sin equivalente ES seguro
urxir	already_paired	ya estaba en el corpus
usar	already_paired	ya estaba en el corpus
usucapir	unresolved	sin equivalente ES seguro
usufrutuar	unresolved	sin equivalente ES seguro
usurpar	already_paired	ya estaba en el corpus
utilizar	already_paired	ya estaba en el corpus
ux	unresolved	sin equivalente ES seguro
V	unresolved	sin equivalente ES seguro
vacilar	already_paired	ya estaba en el corpus
vacinar	already_paired	ya estaba en el corpus
vadear	unresolved	sin equivalente ES seguro
vadiar	unresolved	sin equivalente ES seguro
vagabundear	unresolved	sin equivalente ES seguro
vagar	unresolved	sin equivalente ES seguro
vaguear	unresolved	sin equivalente ES seguro
vaia	unresolved	sin equivalente ES seguro
vaites	unresolved	sin equivalente ES seguro
valar	already_paired	ya estaba en el corpus
valer	already_paired	ya estaba en el corpus
validar	unresolved	sin equivalente ES seguro
valorar	already_paired	ya estaba en el corpus
valorizar	unresolved	sin equivalente ES seguro
valsear	unresolved	sin equivalente ES seguro
vanar	unresolved	sin equivalente ES seguro
vangloriar	added	apertium:vanagloriar
vaporizar	unresolved	sin equivalente ES seguro
varar	already_paired	ya estaba en el corpus
varear	unresolved	sin equivalente ES seguro
varexar	unresolved	sin equivalente ES seguro
variar	already_paired	ya estaba en el corpus
varrer	already_paired	ya estaba en el corpus
vaticinar	already_paired	ya estaba en el corpus
Vde	unresolved	sin equivalente ES seguro
vedar	already_paired	ya estaba en el corpus
velar	already_paired	ya estaba en el corpus
velarizar	unresolved	sin equivalente ES seguro
veña	unresolved	sin equivalente ES seguro
vencer	already_paired	ya estaba en el corpus
vendar	unresolved	sin equivalente ES seguro
vender	already_paired	ya estaba en el corpus
vendimar	unresolved	sin equivalente ES seguro
venerar	already_paired	ya estaba en el corpus
ventar	unresolved	sin equivalente ES seguro
ventear	unresolved	sin equivalente ES seguro
ventilar	unresolved	sin equivalente ES seguro
Venus	unresolved	sin equivalente ES seguro
ver	already_paired	ya estaba en el corpus
veranear	already_paired	ya estaba en el corpus
verbalizar	unresolved	sin equivalente ES seguro
verberar	unresolved	sin equivalente ES seguro
verdear	unresolved	sin equivalente ES seguro
vergar	unresolved	sin equivalente ES seguro
verificar	already_paired	ya estaba en el corpus
vernizar	already_paired	ya estaba en el corpus
versar	already_paired	ya estaba en el corpus
versificar	unresolved	sin equivalente ES seguro
vertebrar	already_paired	ya estaba en el corpus
verter	already_paired	ya estaba en el corpus
vesar	unresolved	sin equivalente ES seguro
vestir	already_paired	ya estaba en el corpus
vetar	already_paired	ya estaba en el corpus
vexar	already_paired	ya estaba en el corpus
vexetar	unresolved	sin equivalente ES seguro
vezar	unresolved	sin equivalente ES seguro
viaxar	already_paired	ya estaba en el corpus
vibrar	already_paired	ya estaba en el corpus
viciar	unresolved	sin equivalente ES seguro
vigorizar	unresolved	sin equivalente ES seguro
vilipendiar	unresolved	sin equivalente ES seguro
vincar	unresolved	sin equivalente ES seguro
vincular	already_paired	ya estaba en el corpus
vindicar	unresolved	sin equivalente ES seguro
vingar	already_paired	ya estaba en el corpus
violar	already_paired	ya estaba en el corpus
violentar	already_paired	ya estaba en el corpus
vir	already_paired	ya estaba en el corpus
virar	already_paired	ya estaba en el corpus
virilizar	unresolved	sin equivalente ES seguro
visar	already_paired	ya estaba en el corpus
visitar	already_paired	ya estaba en el corpus
visualizar	already_paired	ya estaba en el corpus
vitrificar	unresolved	sin equivalente ES seguro
vituperar	unresolved	sin equivalente ES seguro
viva	unresolved	sin equivalente ES seguro
vivificar	unresolved	sin equivalente ES seguro
vivir	already_paired	ya estaba en el corpus
vixiar	already_paired	ya estaba en el corpus
voar	already_paired	ya estaba en el corpus
vocalizar	unresolved	sin equivalente ES seguro
vocear	already_paired	ya estaba en el corpus
vociferar	already_paired	ya estaba en el corpus
vogar	unresolved	sin equivalente ES seguro
volatilizar	unresolved	sin equivalente ES seguro
voltear	unresolved	sin equivalente ES seguro
volver	already_paired	ya estaba en el corpus
vomitar	unresolved	sin equivalente ES seguro
votar	already_paired	ya estaba en el corpus
vulcanizar	unresolved	sin equivalente ES seguro
vulgarizar	unresolved	sin equivalente ES seguro
vulnerar	already_paired	ya estaba en el corpus
xabrear	unresolved	sin equivalente ES seguro
xacer	already_paired	ya estaba en el corpus
xactar	unresolved	sin equivalente ES seguro
xantar	already_paired	ya estaba en el corpus
xaxuar	unresolved	sin equivalente ES seguro
xear	already_paired	ya estaba en el corpus
xebrar	unresolved	sin equivalente ES seguro
xemer	unresolved	sin equivalente ES seguro
xeminar	unresolved	sin equivalente ES seguro
xenar	unresolved	sin equivalente ES seguro
xeneralizar	already_paired	ya estaba en el corpus
xerar	already_paired	ya estaba en el corpus
xerarquizar	unresolved	sin equivalente ES seguro
xermanizar	unresolved	sin equivalente ES seguro
xerminar	unresolved	sin equivalente ES seguro
xermolar	already_paired	ya estaba en el corpus
xerocopiar	unresolved	sin equivalente ES seguro
xestar	added	apertium:gestar
xesticular	unresolved	sin equivalente ES seguro
xestionar	already_paired	ya estaba en el corpus
xingrar	unresolved	sin equivalente ES seguro
xirar	already_paired	ya estaba en el corpus
xirgar	unresolved	sin equivalente ES seguro
xiringar	unresolved	sin equivalente ES seguro
xistrar	unresolved	sin equivalente ES seguro
xo	unresolved	sin equivalente ES seguro
xoecer	unresolved	sin equivalente ES seguro
xofrar	unresolved	sin equivalente ES seguro
xogar	already_paired	ya estaba en el corpus
xoncer	unresolved	sin equivalente ES seguro
xostrear	unresolved	sin equivalente ES seguro
xostregar	unresolved	sin equivalente ES seguro
xubilar	already_paired	ya estaba en el corpus
xudaizar	unresolved	sin equivalente ES seguro
xudicializar	added	apertium:judicializar
xugular	unresolved	sin equivalente ES seguro
xulgar	already_paired	ya estaba en el corpus
xunguir	unresolved	sin equivalente ES seguro
xuntar	already_paired	ya estaba en el corpus
xuramentar	unresolved	sin equivalente ES seguro
xurar	already_paired	ya estaba en el corpus
